,apr. tot.,bed rooms,baths,sqft,LandAcres,dst_hj_airport,dst_beltline,dst_gt,NN w landmarks,Linear w/ landmarks,NN w/o landmarks,Linear w/o landmarks,OBJECTID,TaxYear,AddrNumber,TotAssess,LandAssess,ImprAssess,TotAppr,LandAppr,ImprAppr,ExCode,LivUnits,LandAcres_r,Shape__Are,Shape__Len,y,x,dst_hj_airport_r,dst_gt_r,dst_morehouse_clark,dst_oglethorpe,dst_piedmont,dst_chastain,dst_cherokee,dst_ansley,dst_capital_city,no.,last sale amount,year built,total rooms,bed rooms_r,bath,half bath,sqft_r,basement,ht_ac,ext. wall,apr. land,apr. bldg,apr. tot._r,ass. tot.,building style,stories,dst_beltline_r
ImprAppr,0.9773702744061262,0.39683550895073993,0.6366264335959967,0.7179960601623242,0.29373693276273494,0.29380204955395695,0.01492049268268078,0.03638762451238723,0.8801735553353471,0.8184003853659624,0.7712184794292671,0.7513331537219894,-0.01529179760819994,,0.0007640793928246277,0.9805366537376887,0.6608878430571653,0.9999999999990469,0.9805366546248462,0.6608878462643535,1.0,,-0.0029320706519522853,0.29373693276273494,-0.0519004932720847,0.00012073952795557368,0.3315018265646942,0.2883334217381796,0.29380204955395695,0.03638762451238723,0.1364870627056374,-0.3297241273905348,-0.027276925645810145,-0.28567702349303076,-0.36395115104049414,-0.07927096427765662,-0.30288747885069855,0.000762205465606587,0.14268241226363082,0.1933414464078957,0.4749236468217814,0.39683550895073993,0.6205857664340404,0.3284863614656573,0.7179960601623402,0.307418008252234,0.19563606526064722,0.13725288129914745,0.6622498980619189,0.9963918202770851,0.9773702744061119,0.9626981426845574,-0.053940900331145625,0.29855070603198663,0.01492049268268078
ExCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LivUnits,-0.0025009113367372364,-0.004315337852818699,-0.005854545281544454,-0.01121334426662368,-0.010585134306381486,-0.01571797099676054,-0.02446563245663633,-0.024372273814921155,-0.0015052674419365217,-0.0005469800956606442,-0.009029361842313413,-0.011324181163604811,0.022324845629713725,,-0.014265541781186195,-0.0022492366571777115,0.00044772758717192147,-0.0029320701376331255,-0.0022492371428403566,0.0004477273142645857,-0.0029320706519522853,,1.0,-0.010585134306381486,-0.004950964280331555,-0.008902967714292045,-0.00936569136518694,-0.0016889242203206416,-0.01571797099676054,-0.024372273814921155,-0.023112665339471275,-0.012340154037037967,-0.024410620339458355,-0.01465757834249919,0.002495707890741383,-0.02349071692110626,-0.014389360861682557,-0.014267368594439745,-0.0009188561425547479,-0.025609211612586433,0.0014239597957955176,-0.004315337852818699,-0.0024188733441057974,-0.014584560724481239,-0.011213344266624218,-0.005035457911551923,-0.009281975549302934,0.008385848547504264,0.00031037435058738587,-0.003203231945363466,-0.0025009113367372867,-0.002780664825489074,0.019374813184696228,-0.01664420505895125,-0.02446563245663633
LandAcres_r,0.33797238416156905,0.43471763164684163,0.3647192124187371,0.48113122337292646,1.0,0.22559075784709684,0.30469073354415505,0.2912206980101702,0.37501662383081097,0.4053497843747127,0.4398339797876965,0.45814834475637956,-0.3318838670908303,,0.11687873411294847,0.33737861855028073,0.38279858055380456,0.2937369388891054,0.33737861551885334,0.3827985874662032,0.29373693276273494,,-0.010585134306381486,1.0,-0.04491087734905142,0.16078090297596204,0.1782726000821243,-0.007006552328544741,0.22559075784709684,0.2912206980101702,0.282044994203013,0.13751302228248602,0.29602179569523107,0.14921484063900622,-0.07604631971280618,0.2804840751073773,0.16268736522385743,0.11687678192536276,0.02532667185198263,-0.06513715498230188,0.4068924235219586,0.43471763164684163,0.368667142735937,0.14200203664065048,0.4811312233729256,0.4131951826581316,-0.015586354481189705,0.04943714266081727,0.3832464622723427,0.29443800253425195,0.3379723841615618,0.34154418799868036,-0.4045100327342325,0.02907031542551499,0.30469073354415505
Shape__Are,-0.06010797539665414,-0.1273670963788624,-0.04439875514831663,-0.07475523437117598,-0.04491087734905142,0.07249183535927226,0.03344295478794371,0.031358657338095355,-0.03772066704584627,-0.045200342534746765,-0.03444620406226827,-0.03826840049252763,-0.11885076855015324,,0.0021106096068079674,-0.05991039648794316,-0.06877912622708648,-0.05190049187357372,-0.05991039758038654,-0.06877912601024992,-0.0519004932720847,,-0.004950964280331555,-0.04491087734905142,1.0,0.8798958213246583,0.07256600455479703,0.011833682411512506,0.07249183535927226,0.031358657338095355,0.05166318152855451,-0.0781623822991191,0.021584645586568373,-0.07605836688404995,-0.11787789562699619,0.004336940124003523,-0.06977056856979022,0.0021094893565136723,-0.020466428398845167,-0.02545839413729636,-0.11970777565428505,-0.1273670963788624,-0.04148254820329519,-0.02922814064041793,-0.07475523437117403,-0.10564084978239537,0.05335499863994231,0.033289630278209754,-0.06879602677697379,-0.052158771145658665,-0.060107975396654086,-0.06106561605111482,0.25034238475531995,-0.02303093574821702,0.03344295478794371
Shape__Len,0.0034412326726555482,-0.020186095024250734,0.02406175663591505,0.027385953852833038,0.16078090297596204,0.11316714276970082,0.08652184481615399,0.08137177923279597,0.03928381928212914,0.03928888322053214,0.04877611480032019,0.049789497885698995,-0.29378760412287486,,0.0197637042715386,0.003557298125897346,0.013224833845997578,0.00012074357739390564,0.0035572952694982976,0.013224835403729924,0.00012073952795557368,,-0.008902967714292045,0.16078090297596204,0.8798958213246583,1.0,0.11105774215283717,0.012110220739705264,0.11316714276970082,0.08137177923279597,0.09955177961563971,-0.06315558885873776,0.07241603391744805,-0.05981407990362381,-0.14193104915529264,0.050646985330753215,-0.049975417131253884,0.01976242084347172,-0.018435027559030245,-0.08091838539160821,-0.019564170677537202,-0.020186095024250734,0.031029207896966587,-0.014210451450093774,0.02738595385283151,-0.007489464887009735,0.03761856985945639,0.04096794033487579,0.0132923287138915,-5.280782677987185e-05,0.0034412326726555513,0.002885735604936926,0.13164702589210683,-0.028267217592321196,0.08652184481615399
y,0.3463668727804917,0.2040222348281283,0.35326162403359523,0.3437514738240696,0.1782726000821243,0.9280032108113777,0.4865218164603286,0.5116368509247072,0.3738781855038208,0.45032486531617544,0.33631085259547905,0.3733203222973922,-0.07336390016636252,,0.11498260222816428,0.34513889296634453,0.2958754537119848,0.3315018301116053,0.34513889148816956,0.2958754588050032,0.3315018265646942,,-0.00936569136518694,0.1782726000821243,0.07256600455479703,0.11105774215283717,1.0,0.8201710458864192,0.9280032108113777,0.5116368509247072,0.6647209731286793,-0.3767944098784902,0.408636029354732,-0.18806795888821606,-0.8828299345444761,0.3151908501267825,-0.25837099309597195,0.11498150520995244,0.022537060150111903,0.1981721627622372,0.22959926698983196,0.2040222348281283,0.3324345200707114,0.2242030599562038,0.3437514738240755,0.244235780074038,0.17217949938853264,0.07765832510799481,0.29603398562307454,0.33317847752718915,0.3463668727804948,0.3587171005517658,0.12389154002883458,0.26472879284396317,0.4865218164603286
x,0.3043194422511299,0.06820276034331559,0.20273651024236747,0.20017953713425107,-0.007006552328544741,0.7017402896101892,0.22220333033505,0.29068220319446536,0.3266640156273157,0.40735506705510904,0.21432221239219226,0.23007027537864955,0.015354793192584945,,0.05474228967287018,0.3030830583515462,0.268387097182372,0.28833342448541216,0.3030830567458203,0.26838709932499416,0.2883334217381796,,-0.0016889242203206416,-0.007006552328544741,0.011833682411512506,0.012110220739705264,0.8201710458864192,1.0,0.7017402896101892,0.29068220319446536,0.43630717528635443,-0.4595862187530965,0.17454728738275024,-0.24585015906102797,-0.7471422835866222,0.10698860054732219,-0.3558354910500079,0.05473911980855166,0.025099112935920417,0.061151292641989805,0.10792892316103532,0.06820276034331559,0.19454698059547706,0.11544044709610476,0.20017953713424858,0.177111288510178,0.12867391314759571,0.08842338979962049,0.2689675065421647,0.2898500222117624,0.3043194422511088,0.3140468879222464,0.15668789528674115,0.15594747435459494,0.22220333033505
dst_hj_airport_r,0.30030580521345135,0.3036827874742771,0.42694953349908726,0.4068068059582058,0.22559075784709684,1.0,0.7382100282055739,0.7584616792227081,0.3245927417701818,0.36730447784609543,0.3664174323506679,0.4218167880783965,-0.15255087170556958,,0.22809664406832983,0.2991728581901508,0.23655800947033118,0.29380205334921544,0.29917285660509096,0.23655801499390872,0.29380204955395695,,-0.01571797099676054,0.22559075784709684,0.07249183535927226,0.11316714276970082,0.9280032108113777,0.7017402896101892,1.0,0.7584616792227081,0.8744957240302943,-0.08303190244041009,0.6733399157829872,0.11102556247994265,-0.7043163415053982,0.5927289663765567,0.04121604323633516,0.22809480026704929,0.012581660669189792,0.3429946925139554,0.3017352198019067,0.3036827874742771,0.39409652343118423,0.2979750534645468,0.40680680595820484,0.2143157123835708,0.22177457767599726,-0.01606697277712421,0.2365396014310717,0.295410271814338,0.30030580521345346,0.31362319065364097,0.06793317412619863,0.36490844231477115,0.7382100282055739
dst_gt_r,0.018760752145097155,0.4241740833758948,0.39000146374079714,0.3648539577147053,0.2912206980101702,0.7584616792227081,0.992662001432344,1.0,0.0178123495292943,0.02725743052531876,0.25774111123670607,0.32716451712047745,-0.3395851721053109,,0.37336148240848155,0.018545656655788376,-0.04144472617440446,0.03638762923788625,0.018545653995563037,-0.0414447216362174,0.03638762451238723,,-0.024372273814921155,0.2912206980101702,0.031358657338095355,0.08137177923279597,0.5116368509247072,0.29068220319446536,0.7584616792227081,1.0,0.9760767207249103,0.5501341849427149,0.9899243766541126,0.6972082661232435,-0.13628814014718,0.9702458708028813,0.6502622634063552,0.37335872037296897,-0.021988780473578183,0.4334160708874801,0.35229427837085525,0.4241740833758948,0.34517641394529675,0.324271794721517,0.36485395771470996,0.14506145584225733,0.1903638268885202,-0.17317474505662464,-0.04220182632828218,0.03696692930653515,0.018760752145097113,0.02916587108272007,-0.14498506849681925,0.3989288521060794,0.992662001432344
dst_morehouse_clark,0.1258540275740077,0.40399807941965676,0.4303547406889874,0.4022727702735222,0.282044994203013,0.8744957240302943,0.9619776496047451,0.9760767207249103,0.13475994536720545,0.14568071056485585,0.3137271289354118,0.383254839603881,-0.2857609428213302,,0.35249866986966727,0.12527437844927766,0.057497033661708476,0.1364870671472833,0.1252743761671606,0.057497038688198936,0.1364870627056374,,-0.023112665339471275,0.282044994203013,0.05166318152855451,0.09955177961563971,0.6647209731286793,0.43630717528635443,0.8744957240302943,0.9760767207249103,1.0,0.3701264886360193,0.9383844402539364,0.5401678849843751,-0.3243813157967522,0.8966024483201313,0.48267834808062826,0.3524958890935614,-0.010521197285942951,0.4417464564604769,0.3525259582559173,0.40399807941965676,0.3864230139743536,0.33837828211687304,0.40227277027350705,0.1670637725914713,0.22798271860132446,-0.12731377895682164,0.05699124945125811,0.13749308006423172,0.125854027574006,0.13782908974968422,-0.06813665992648067,0.4140886743468239,0.9619776496047451
dst_oglethorpe,-0.36515030340277693,0.23655340717589748,0.026939757834229153,0.01784612765492802,0.13751302228248602,-0.08303190244041009,0.5770551241554609,0.5501341849427149,-0.3989577052384457,-0.4438033931614505,-0.09030859019830317,-0.057646813731686064,-0.28732614612067864,,0.24706936510438401,-0.364053308476014,-0.3736628980861157,-0.3297241252274079,-0.3640533105251397,-0.3736628988838818,-0.3297241273905348,,-0.012340154037037967,0.13751302228248602,-0.0781623822991191,-0.06315558885873776,-0.3767944098784902,-0.4595862187530965,-0.08303190244041009,0.5501341849427149,0.3701264886360193,1.0,0.649099504102816,0.9701213442769178,0.7259268369728773,0.7283980580398113,0.9910795197761095,0.24706854202590064,-0.046687218180608024,0.22785249142622968,0.13778108092451205,0.23655340717589748,0.003294840733264336,0.09463908202788483,0.017846127654928125,-0.07412942945587964,-0.01721318395774959,-0.26231088257849444,-0.37484568908914595,-0.33085718829655625,-0.36515030340278093,-0.36636834635297016,-0.2950525805880014,0.1402972892576004,0.5770551241554609
dst_piedmont,-0.04913197194754357,0.4279740002218618,0.35925110124313775,0.3354253087522601,0.29602179569523107,0.6733399157829872,0.9932489351440986,0.9899243766541126,-0.05612287075857739,-0.04935890819674305,0.22016009960673436,0.2879012000425266,-0.36277102579671794,,0.3764660071388518,-0.04908244345804227,-0.10340681075990722,-0.027276921093439134,-0.04908244605678056,-0.10340680647166965,-0.027276925645810145,,-0.024410620339458355,0.29602179569523107,0.021584645586568373,0.07241603391744805,0.408636029354732,0.17454728738275024,0.6733399157829872,0.9899243766541126,0.9383844402539364,0.649099504102816,1.0,0.7725350059192212,-0.020550186890496154,0.9927231211582971,0.7382108148671006,0.3764637062673027,-0.02839848685470939,0.4262612010245031,0.34557699541267534,0.4279740002218618,0.31443076761694344,0.31111249190818036,0.33542530875225723,0.12764782809761224,0.16070937819288184,-0.19666461242352928,-0.10433177929576648,-0.0270075971436765,-0.049131971947542145,-0.04001140418820255,-0.1865258212884081,0.38228974671875765,0.9932489351440986
dst_chastain,-0.32211739557055774,0.28018259947466223,0.09036092855540859,0.07736738126864771,0.14921484063900622,0.11102556247994265,0.7069634317878578,0.6972082661232435,-0.35252393919651603,-0.3754258161513585,-0.03927376637921168,0.003621875035468118,-0.30925981264781044,,0.2898773369276286,-0.3212839765141518,-0.3461599229877871,-0.2856770202010603,-0.3212839792464934,-0.346159922917032,-0.28567702349303076,,-0.01465757834249919,0.14921484063900622,-0.07605836688404995,-0.05981407990362381,-0.18806795888821606,-0.24585015906102797,0.11102556247994265,0.6972082661232435,0.5401678849843751,0.9701213442769178,0.7725350059192212,1.0,0.5805076390380518,0.8400603614102361,0.9907427173341004,0.289875274875491,-0.04596058147869206,0.278365761524224,0.18070255742311406,0.28018259947466223,0.06171484288371179,0.13932721208481075,0.07736738126864484,-0.03493220986720904,0.026032149486854027,-0.2659373745413016,-0.34730845096527646,-0.28646007780886446,-0.32211739557056,-0.3203013961217,-0.276018663654345,0.20356990125153818,0.7069634317878578
dst_cherokee,-0.38803061126578525,-0.04407877235087492,-0.24208662522067614,-0.23232240595763157,-0.07604631971280618,-0.7043163415053982,-0.10894399880873674,-0.13628814014718,-0.42278416148519826,-0.5048663042177012,-0.2723239605733956,-0.2871672070517,-0.05536377694211535,,0.036783470868043545,-0.3867744196836462,-0.35484876250770664,-0.36395115250010546,-0.3867744196224283,-0.35484876649551067,-0.36395115104049414,,0.002495707890741383,-0.07604631971280618,-0.11787789562699619,-0.14193104915529264,-0.8828299345444761,-0.7471422835866222,-0.7043163415053982,-0.13628814014718,-0.3243813157967522,0.7259268369728773,-0.020550186890496154,0.5805076390380518,1.0,0.0845354739357242,0.6335483413121502,0.03678410143317375,-0.03181430395204923,-0.042731568184838094,-0.10175165895094422,-0.04407877235087492,-0.2350975515935606,-0.12803843964688524,-0.23232240595762899,-0.2113987049817413,-0.1387178267347294,-0.16412491260851084,-0.3553225990667197,-0.3655625923622899,-0.38803061126578897,-0.3974494123819705,-0.21779125897267476,-0.1314156913505878,-0.10894399880873674
dst_ansley,-0.10450732228318163,0.4155738163274717,0.32055984816266453,0.2983615872623732,0.2804840751073773,0.5927289663765567,0.973798633696317,0.9702458708028813,-0.11637200148659087,-0.11086828130792939,0.1788364051975394,0.24394664370402847,-0.3666310086969961,,0.37132772070411824,-0.10426128553659053,-0.15381101949273426,-0.07927095980697689,-0.10426128821028054,-0.15381101570315997,-0.07927096427765662,,-0.02349071692110626,0.2804840751073773,0.004336940124003523,0.050646985330753215,0.3151908501267825,0.10698860054732219,0.5927289663765567,0.9702458708028813,0.8966024483201313,0.7283980580398113,0.9927231211582971,0.8400603614102361,0.0845354739357242,1.0,0.8088724258884253,0.37132525008973233,-0.03289044817432335,0.41054600260465557,0.32661000762096515,0.4155738163274717,0.2772982546875086,0.2890959905722542,0.2983615872623665,0.10389328712471772,0.1394729136963431,-0.21606179774597947,-0.15484800957218067,-0.0792387502127831,-0.10450732228318177,-0.09637398550319462,-0.21114978115782618,0.36128272276690854,0.973798633696317
dst_capital_city,-0.33833663091508126,0.27581806123288066,0.07638954406949511,0.06455260753847353,0.16268736522385743,0.04121604323633516,0.672035901943851,0.6502622634063552,-0.36985501118841196,-0.40280881447952793,-0.05054376240788881,-0.010788808769716524,-0.31272861686370557,,0.27604685816223434,-0.33735674801438986,-0.35446578127499806,-0.302887476110042,-0.3373567503491983,-0.3544657813895305,-0.30288747885069855,,-0.014389360861682557,0.16268736522385743,-0.06977056856979022,-0.049975417131253884,-0.25837099309597195,-0.3558354910500079,0.04121604323633516,0.6502622634063552,0.48267834808062826,0.9910795197761095,0.7382108148671006,0.9907427173341004,0.6335483413121502,0.8088724258884253,1.0,0.27604560043610304,-0.046692817023090256,0.2653502247168819,0.1750927585038177,0.27581806123288066,0.04847235580165002,0.13079335507291065,0.0645526075384706,-0.04359234175632192,0.008599830765924637,-0.2661098613179551,-0.3556796899759092,-0.30384574855296353,-0.3383366309150713,-0.3377762035882914,-0.29181955858703634,0.1854221348431516,0.672035901943851
no.,-0.010611617214313092,0.16146286005852387,0.15119962899913938,0.14055092383317552,0.11687678192536276,0.22809480026704929,0.37470597527810784,0.37335872037296897,-0.006926526892827857,-0.01497726710767542,0.09929846910173575,0.12735455844119015,-0.11841644302664725,,0.9999989936184198,-0.010640434622694116,-0.043025547680417144,0.0007622050322372343,-0.010640432550360734,-0.04302554101398972,0.000762205465606587,,-0.014267368594439745,0.11687678192536276,0.0021094893565136723,0.01976242084347172,0.11498150520995244,0.05473911980855166,0.22809480026704929,0.37335872037296897,0.3524958890935614,0.24706854202590064,0.3764637062673027,0.289875274875491,0.03678410143317375,0.37132525008973233,0.27604560043610304,1.0,-0.01267938258381392,0.20293649815052672,0.1309122748274176,0.16146286005852387,0.1294396237353555,0.14112117021763793,0.1405509238331831,0.009620312295661156,0.08193443372961462,-0.03254593038427226,-0.043187489267985,0.0008770796123716446,-0.010611617214313248,-0.007161707632113498,-0.06680895540294175,0.1675152351233086,0.37470597527810784
last sale amount,0.13564396391307063,0.04542775204177516,0.08766781919905517,0.08879142001627512,0.02532667185198263,0.012581660669189792,-0.02471903150782264,-0.021988780473578183,0.1212058129269154,0.11105686371255936,0.10365142344780243,0.09702256370773053,0.039030007696100516,,-0.012684067370515074,0.13952767668087887,0.09282598462624728,0.14268238868531394,0.13952769560112155,0.09282598399776162,0.14268241226363082,,-0.0009188561425547479,0.02532667185198263,-0.020466428398845167,-0.018435027559030245,0.022537060150111903,0.025099112935920417,0.012581660669189792,-0.021988780473578183,-0.010521197285942951,-0.046687218180608024,-0.02839848685470939,-0.04596058147869206,-0.03181430395204923,-0.03289044817432335,-0.046692817023090256,-0.01267938258381392,1.0,0.04427474561039626,0.06002380233904817,0.04542775204177516,0.08695004003907578,0.039904832559567185,0.08879142001628298,0.029834289492366464,0.025338742110158984,0.0351044634153229,0.09290826752414157,0.13795822045191666,0.1356439639130748,0.13375812367189197,0.008300520411743034,0.023566445516705895,-0.02471903150782264
year built,0.14042669853992204,0.23010160892620438,0.43893912795616424,0.312515402819363,-0.06513715498230188,0.3429946925139554,0.4387540338671197,0.4334160708874801,0.12329589389233128,0.16947142009042487,0.30795970821357577,0.3520958035429884,0.14494067592821627,,0.20293559554406007,0.13984125188757843,-0.062340575381338574,0.19334144468539546,0.13984125425455307,-0.06234057132363321,0.1933414464078957,,-0.025609211612586433,-0.06513715498230188,-0.02545839413729636,-0.08091838539160821,0.1981721627622372,0.061151292641989805,0.3429946925139554,0.4334160708874801,0.4417464564604769,0.22785249142622968,0.4262612010245031,0.278365761524224,-0.042731568184838094,0.41054600260465557,0.2653502247168819,0.20293649815052672,0.04427474561039626,1.0,0.23548426646620016,0.23010160892620438,0.3777943104397255,0.40256082697613615,0.3125154028193528,-0.06872166366022216,0.3598430360399167,-0.14261996391952905,-0.0627523278985322,0.19446114621304877,0.14042669853992018,0.14723465298951463,0.20208419830110788,0.508573692231376,0.4387540338671197
total rooms,0.49069197369034223,0.7909656600807191,0.709576432497533,0.7195089148752918,0.4068924235219586,0.3017352198019067,0.3558627368074151,0.35229427837085525,0.5218784782139355,0.5592187933106718,0.5998158236974614,0.6329950469038849,-0.3842724284584281,,0.13091269786774376,0.48954478178308025,0.405079266772856,0.47492364840542783,0.4895447818171063,0.4050792715804193,0.4749236468217814,,0.0014239597957955176,0.4068924235219586,-0.11970777565428505,-0.019564170677537202,0.22959926698983196,0.10792892316103532,0.3017352198019067,0.35229427837085525,0.3525259582559173,0.13778108092451205,0.34557699541267534,0.18070255742311406,-0.10175165895094422,0.32661000762096515,0.1750927585038177,0.1309122748274176,0.06002380233904817,0.23548426646620016,1.0,0.7909656600807191,0.6830482571141298,0.3964792561522025,0.7195089148752695,0.4051789567874709,0.1387334540903366,-0.06376614980115346,0.40563191389037234,0.4764748016560102,0.4906919736903112,0.4943932325223625,-0.3743728401201116,0.46045797543051586,0.3558627368074151
bed rooms_r,0.41220458912401553,1.0,0.7210388062629837,0.7092704284686351,0.43471763164684163,0.3036827874742771,0.43117642981823784,0.4241740833758948,0.44473623359146025,0.47919687024992047,0.5203124748546917,0.5489527727862472,-0.4396006594584647,,0.16146214458219985,0.41138897593519613,0.34741725407214213,0.39683551309550424,0.4113889730053419,0.3474172554339003,0.39683550895073993,,-0.004315337852818699,0.43471763164684163,-0.1273670963788624,-0.020186095024250734,0.2040222348281283,0.06820276034331559,0.3036827874742771,0.4241740833758948,0.40399807941965676,0.23655340717589748,0.4279740002218618,0.28018259947466223,-0.04407877235087492,0.4155738163274717,0.27581806123288066,0.16146286005852387,0.04542775204177516,0.23010160892620438,0.7909656600807191,1.0,0.7046486781929652,0.365792807922827,0.709270428468643,0.4099312278403203,0.12054732734302609,-0.07902166585697339,0.34761042023106015,0.3980343633108179,0.412204589124028,0.41785585535145575,-0.43816929160275736,0.45557015649546184,0.43117642981823784
bath,0.6240710010125647,0.7046486781929652,0.9705184086493962,0.7796856147093439,0.368667142735937,0.39409652343118423,0.3410957884589232,0.34517641394529675,0.6873608654289549,0.7546601003558134,0.7955814844039916,0.8117578457548154,-0.20467350375889606,,0.12943913904650423,0.6227932670502261,0.46474575648746375,0.620585768205929,0.6227932666663937,0.4647457602735497,0.6205857664340404,,-0.0024188733441057974,0.368667142735937,-0.04148254820329519,0.031029207896966587,0.3324345200707114,0.19454698059547706,0.39409652343118423,0.34517641394529675,0.3864230139743536,0.003294840733264336,0.31443076761694344,0.06171484288371179,-0.2350975515935606,0.2772982546875086,0.04847235580165002,0.1294396237353555,0.08695004003907578,0.3777943104397255,0.6830482571141298,0.7046486781929652,1.0,0.31115596872324935,0.7796856147092948,0.3859803517097366,0.25354036440759653,0.04227990199006025,0.46506831785420216,0.6225035570062007,0.6240710010125631,0.6315896405407707,-0.151219561067283,0.46746316673927935,0.3410957884589232
half bath,0.31880161289059394,0.365792807922827,0.5310447479805,0.445961952510197,0.14200203664065048,0.2979750534645468,0.32471615279613947,0.324271794721517,0.3409825743465507,0.3606627532396159,0.4315127721881496,0.4665860323313423,-0.15884075903599643,,0.1411207682969578,0.31812967088604815,0.2019433234756627,0.32848636555490324,0.3181296688807577,0.20194332840395351,0.3284863614656573,,-0.014584560724481239,0.14200203664065048,-0.02922814064041793,-0.014210451450093774,0.2242030599562038,0.11544044709610476,0.2979750534645468,0.324271794721517,0.33837828211687304,0.09463908202788483,0.31111249190818036,0.13932721208481075,-0.12803843964688524,0.2890959905722542,0.13079335507291065,0.14112117021763793,0.039904832559567185,0.40256082697613615,0.3964792561522025,0.365792807922827,0.31115596872324935,1.0,0.44596195251015436,0.18529272549753362,0.20497280196282422,-0.08617199574928085,0.20211840062877978,0.32952091186338395,0.3188016128905997,0.3221283630536659,-0.06497083634259077,0.5417267145163134,0.32471615279613947
sqft_r,0.725844214058225,0.709270428468643,0.8082742850701811,0.9999999999999736,0.4811312233729256,0.40680680595820484,0.3615874564305194,0.36485395771470996,0.7821876263651593,0.8469851384826541,0.935981949719721,0.9625044175031654,-0.26346468953522123,,0.14055294479612018,0.7246794078039603,0.5534788185180894,0.7179960643951451,0.7246794061088416,0.5534788248251238,0.7179960601623402,,-0.011213344266624218,0.4811312233729256,-0.07475523437117403,0.02738595385283151,0.3437514738240755,0.20017953713424858,0.40680680595820484,0.36485395771470996,0.40227277027350705,0.017846127654928125,0.33542530875225723,0.07736738126864484,-0.23232240595762899,0.2983615872623665,0.0645526075384706,0.1405509238331831,0.08879142001628298,0.3125154028193528,0.7195089148752695,0.709270428468643,0.7796856147092948,0.44596195251015436,1.0,0.379152020874186,0.19957012740091024,0.033186814338543674,0.5539477746852389,0.7197857528122641,0.7258442140582416,0.7314527307503074,-0.2819032007302564,0.5097516418951694,0.3615874564305194
basement,0.3352526174550518,0.4099312278403203,0.3911349866352772,0.37915202087422256,0.4131951826581316,0.2143157123835708,0.14399591486339658,0.14506145584225733,0.33560592768639463,0.3861189631115794,0.3423509594292712,0.3525064997036644,-0.32640499812652296,,0.009620033326034805,0.3346752144477109,0.3302292451345531,0.30741801497650006,0.3346752101489924,0.33022924916357704,0.307418008252234,,-0.005035457911551923,0.4131951826581316,-0.10564084978239537,-0.007489464887009735,0.244235780074038,0.177111288510178,0.2143157123835708,0.14506145584225733,0.1670637725914713,-0.07412942945587964,0.12764782809761224,-0.03493220986720904,-0.2113987049817413,0.10389328712471772,-0.04359234175632192,0.009620312295661156,0.029834289492366464,-0.06872166366022216,0.4051789567874709,0.4099312278403203,0.3859803517097366,0.18529272549753362,0.379152020874186,1.0,-0.018095889725739354,0.15373015793169287,0.3305347844175628,0.3081921742391751,0.3352526174550713,0.3405893831237065,-0.29213985149861926,0.1510660882617908,0.14399591486339658
ht_ac,0.18309608641995792,0.12054732734302609,0.27804216079199007,0.1995701274008992,-0.015586354481189705,0.22177457767599726,0.17510836812537237,0.1903638268885202,0.18281306550211074,0.2015749127675974,0.19325392545008568,0.23550233085280464,0.0754440994165625,,0.08194161759915548,0.18231177202195573,0.092916930031582,0.19563606641924466,0.18231177212612285,0.0929169340404746,0.19563606526064722,,-0.009281975549302934,-0.015586354481189705,0.05335499863994231,0.03761856985945639,0.17217949938853264,0.12867391314759571,0.22177457767599726,0.1903638268885202,0.22798271860132446,-0.01721318395774959,0.16070937819288184,0.026032149486854027,-0.1387178267347294,0.1394729136963431,0.008599830765924637,0.08193443372961462,0.025338742110158984,0.3598430360399167,0.1387334540903366,0.12054732734302609,0.25354036440759653,0.20497280196282422,0.19957012740091024,-0.018095889725739354,1.0,-0.02248398001420171,0.09311278822218708,0.19671493186553551,0.1830960864199619,0.18818504751219686,0.16782712408675785,0.24083958330295194,0.17510836812537237
ext. wall,0.1380617890617939,-0.07902166585697339,0.015840463186973432,0.0331868143385426,0.04943714266081727,-0.01606697277712421,-0.17526007599184293,-0.17317474505662464,0.1402361898811028,0.15887163594878645,0.09113741738455458,0.0691110595384747,0.17286057808806563,,-0.03254056497530487,0.1374412422406217,0.10164119610780205,0.13725288201473315,0.1374412422355704,0.10164119825158023,0.13725288129914745,,0.008385848547504264,0.04943714266081727,0.033289630278209754,0.04096794033487579,0.07765832510799481,0.08842338979962049,-0.01606697277712421,-0.17317474505662464,-0.12731377895682164,-0.26231088257849444,-0.19666461242352928,-0.2659373745413016,-0.16412491260851084,-0.21606179774597947,-0.2661098613179551,-0.03254593038427226,0.0351044634153229,-0.14261996391952905,-0.06376614980115346,-0.07902166585697339,0.04227990199006025,-0.08617199574928085,0.033186814338543674,0.15373015793169287,-0.02248398001420171,1.0,0.10175644603947868,0.13808259161828249,0.1380617890618019,0.13979417409351777,0.16773987194994316,-0.14117599592544422,-0.17526007599184293
